,TRIP_MILES,TRIP_SECONDS,FARE,COMPANY,TIP_RATE,TRIP_MINUTES
11602,4.24,1147,14.88,24 Seven Taxi,23.0,19.116666666666667
11603,1.56,422,7.5,Star North Taxi Management Llc,40.0,7.033333333333333
11604,9.55,2583,28.25,Flash Cab,0.0,43.05
11605,26.4,7140,75.5,U Taxicab,0.0,119.0
11606,1.76,476,8.0,24 Seven Taxi,0.0,7.933333333333334
11607,3.96,1071,16.85,Blue Ribbon Taxi Association,23.0,17.85
11608,2.3,622,9.5,Flash Cab,0.0,10.366666666666667
11609,2.3,622,10.43,Sun Taxi,23.0,10.366666666666667
11610,2.84,768,10.75,Flash Cab,37.2,12.8
11611,14.2,3840,44.25,Taxi Affiliation Services,0.0,64.0
11612,7.1,1920,22.5,Taxi Affiliation Services,0.0,32.0
11613,1.72,465,8.0,Flash Cab,18.8,7.75
11614,3.91,1057,13.76,24 Seven Taxi,17.2,17.616666666666667
11615,2.83,765,11.0,Blue Ribbon Taxi Association,18.2,12.75
11616,1.38,373,9.0,Medallion Leasin,23.0,6.216666666666667
11617,2.59,700,10.5,Flash Cab,15.5,11.666666666666666
11618,2.89,781,10.75,Flash Cab,0.0,13.016666666666667
11619,2.99,808,11.75,Chicago Independents,25.5,13.466666666666667
11620,2.35,635,9.75,Flash Cab,30.8,10.583333333333334
11621,3.22,870,11.75,Flash Cab,0.0,14.5
11622,1.61,435,7.5,City Service,0.0,7.25
11623,2.75,743,10.5,City Service,28.6,12.383333333333333
11624,2.38,643,9.5,Flash Cab,0.0,10.716666666666667
11625,1.24,335,6.5,Flash Cab,0.0,5.583333333333333
11626,5.69,1537,19.5,City Service,0.0,25.616666666666667
11627,5.12,1383,17.84,Taxicab Insurance Agency Llc,17.3,23.05
11628,0.87,235,5.75,24 Seven Taxi,0.0,3.9166666666666665
11629,2.64,713,13.4,City Service,23.0,11.883333333333333
11630,7.15,1931,24.0,Sun Taxi,0.0,32.18333333333333
11631,8.34,2252,26.25,Flash Cab,0.0,37.53333333333333
11632,3.0,810,11.81,Flash Cab,23.0,13.5
11633,2.0,540,8.75,Taxi Affiliation Services,0.0,9.0
11634,2.0,540,8.25,Choice Taxi Association,0.0,9.0
11635,4.0,1080,14.0,Taxi Affiliation Services,0.0,18.0
11636,3.8,1026,13.5,Flash Cab,0.0,17.1
11637,2.0,540,9.0,"Taxicab Insurance Agency, LLC",33.3,9.0
11638,2.0,540,9.0,Top Cab Affiliation,11.1,9.0
11639,4.0,1080,14.25,Taxi Affiliation Services,0.0,18.0
11640,2.0,540,9.0,Top Cab Affiliation,0.0,9.0
11641,2.0,540,8.75,U Taxicab,0.0,9.0
11642,5.0,1350,16.0,City Service,0.0,22.5
11643,4.0,1080,14.25,Globe Taxi,0.0,18.0
11644,2.0,540,8.5,Taxi Affiliation Services,0.0,9.0
11645,2.0,540,9.0,"Taxicab Insurance Agency, LLC",0.0,9.0
11646,2.0,540,8.75,"Taxicab Insurance Agency, LLC",0.0,9.0
11647,2.0,540,8.5,"Taxicab Insurance Agency, LLC",47.1,9.0
11648,2.0,540,8.25,Choice Taxi Association,0.0,9.0
11649,2.0,540,8.75,Blue Ribbon Taxi Association Inc.,20.0,9.0
11650,2.0,540,8.5,Taxi Affiliation Services,0.0,9.0
11651,4.0,1080,14.5,Top Cab Affiliation,20.7,18.0
11652,6.39,1725,21.75,City Service,0.0,28.75
11653,4.62,1247,14.47,Taxicab Insurance Agency Llc,17.3,20.783333333333335
11654,2.06,556,8.5,Flash Cab,0.0,9.266666666666667
11655,1.96,529,9.66,Taxicab Insurance Agency Llc,23.0,8.816666666666666
11656,5.71,1541,18.08,Blue Ribbon Taxi Association,0.0,25.683333333333334
11657,2.92,788,11.25,Flash Cab,26.7,13.133333333333333
11658,1.99,537,8.5,Globe Taxi,35.3,8.95
11659,2.22,599,11.4,Sun Taxi,23.0,9.983333333333333
11660,0.96,259,6.0,Sun Taxi,0.0,4.316666666666666
11661,1.39,375,7.0,City Service,0.0,6.25
11662,0.86,232,9.0,City Service,5.8,3.8666666666666667
11663,17.53,4729,48.0,Sun Taxi,20.2,78.81666666666666
11664,2.28,615,9.5,City Service,31.6,10.25
11665,2.08,561,8.75,Sun Taxi,22.9,9.35
11666,1.32,356,6.75,City Service,29.6,5.933333333333334
11667,1.78,480,8.0,Sun Taxi,0.0,8.0
11668,2.67,720,11.01,City Service,17.3,12.0
11669,2.01,542,8.5,Flash Cab,0.0,9.033333333333333
11670,7.11,1917,22.0,Sun Taxi,20.5,31.95
11671,3.75,1011,13.0,Sun Taxi,0.0,16.85
11672,1.71,461,9.0,Sun Taxi,23.0,7.683333333333334
11673,1.97,531,9.0,City Service,11.6,8.85
11674,2.69,725,10.59,Flash Cab,23.0,12.083333333333334
11675,2.95,795,11.0,Flash Cab,26.2,13.25
11676,2.13,574,9.0,City Service,0.0,9.566666666666666
11677,3.73,1005,14.56,City Service,13.7,16.75
11678,1.57,423,7.25,City Service,41.4,7.05
11679,1.34,361,7.0,Sun Taxi,42.9,6.016666666666667
11680,4.9,1320,16.5,Taxi Affiliation Services,0.0,22.0
11681,2.97,800,11.25,Flash Cab,26.7,13.333333333333334
11682,2.28,614,9.5,Taxicab Insurance Agency Llc,0.0,10.233333333333333
11683,9.54,2569,34.86,Flash Cab,0.0,42.81666666666667
11684,1.4,377,6.5,City Service,30.8,6.283333333333333
11685,2.8,754,11.0,City Service,36.4,12.566666666666666
11686,12.37,3331,62.0,Flash Cab,0.0,55.516666666666666
11687,3.22,867,13.43,Globe Taxi,23.0,14.45
11688,7.8,2100,25.5,Taxi Affiliation Services,0.0,35.0
11689,8.02,2159,24.75,Flash Cab,0.0,35.983333333333334
11690,4.61,1241,16.66,Sun Taxi,17.2,20.683333333333334
11691,1.98,533,8.5,Medallion Leasin,0.0,8.883333333333333
11692,18.5,4980,56.0,Globe Taxi,0.0,83.0
11693,5.45,1467,18.75,Flash Cab,0.0,24.45
11694,6.52,1755,21.5,Sun Taxi,0.0,29.25
11695,0.68,183,5.0,City Service,0.0,3.05
11696,3.14,845,12.0,Sun Taxi,20.8,14.083333333333334
11697,1.65,444,9.0,Blue Ribbon Taxi Association,11.1,7.4
11698,5.24,1410,20.77,Sun Taxi,34.5,23.5
11699,1.52,409,9.0,City Service,23.0,6.816666666666666
11700,9.54,2567,30.25,City Service,0.0,42.78333333333333
11701,1.68,452,7.75,24 Seven Taxi,0.0,7.533333333333333
11702,2.81,756,11.25,Flash Cab,17.8,12.6
11703,9.56,2572,30.0,Flash Cab,0.0,42.86666666666667
11704,1.55,417,7.5,Flash Cab,0.0,6.95
11705,8.2,2206,26.5,Globe Taxi,0.0,36.766666666666666
11706,17.56,4724,50.0,Sun Taxi,20.2,78.73333333333333
11707,2.29,616,9.75,Sun Taxi,0.0,10.266666666666667
11708,2.9,780,11.0,Chicago Independents,0.0,13.0
11709,2.9,780,10.0,"Taxicab Insurance Agency, LLC",19.2,13.0
11710,2.9,780,10.75,Choice Taxi Association,0.0,13.0
11711,5.8,1560,21.5,Taxi Affiliation Services,0.0,26.0
11712,2.9,780,11.25,"Taxicab Insurance Agency, LLC",20.9,13.0
11713,2.9,780,11.75,"Taxicab Insurance Agency, LLC",20.9,13.0
11714,2.9,780,11.25,Taxi Affiliation Services,0.0,13.0
11715,2.03,546,8.5,Flash Cab,35.3,9.1
11716,1.9,511,8.5,Sun Taxi,23.5,8.516666666666667
11717,1.32,355,6.75,Sun Taxi,0.0,5.916666666666667
11718,2.64,710,10.5,Medallion Leasin,41.9,11.833333333333334
11719,0.74,199,5.0,24 Seven Taxi,0.0,3.316666666666667
11720,0.74,199,5.0,Flash Cab,60.0,3.316666666666667
11721,5.05,1358,17.5,City Service,0.0,22.633333333333333
11722,0.9,242,5.5,Flash Cab,36.4,4.033333333333333
11723,1.67,449,7.75,Flash Cab,0.0,7.483333333333333
11724,8.44,2269,29.25,Flash Cab,0.0,37.81666666666667
11725,3.53,949,15.28,Globe Taxi,23.8,15.816666666666666
11726,0.77,207,5.0,Flash Cab,0.0,3.45
11727,2.63,707,10.25,City Service,29.3,11.783333333333333
11728,4.84,1301,15.24,Sun Taxi,23.0,21.683333333333334
11729,3.65,981,12.75,City Service,0.0,16.35
11730,3.04,817,11.0,Flash Cab,0.0,13.616666666666667
11731,0.8,215,5.0,Chicago Independents,0.0,3.5833333333333335
11732,1.12,301,9.0,Sun Taxi,22.9,5.016666666666667
11733,2.91,782,11.0,Flash Cab,27.3,13.033333333333333
11734,6.7,1800,20.5,Taxi Affiliation Services,29.3,30.0
11735,1.69,454,7.5,City Service,40.0,7.566666666666666
11736,2.04,548,8.75,Flash Cab,22.9,9.133333333333333
11737,1.02,274,5.75,Taxicab Insurance Agency Llc,34.8,4.566666666666666
11738,9.62,2584,31.75,Flash Cab,0.0,43.06666666666667
11739,1.75,470,8.0,Blue Ribbon Taxi Association,0.0,7.833333333333333
11740,7.44,1998,24.0,City Service,30.6,33.3
11741,2.48,666,10.45,Medallion Leasin,0.0,11.1
11742,2.51,674,10.0,Flash Cab,0.0,11.233333333333333
11743,1.81,486,9.0,Chicago Independents,0.0,8.1
11744,13.4,3598,40.83,Flash Cab,0.0,59.96666666666667
11745,2.0,537,8.5,City Service,0.0,8.95
11746,2.0,537,9.0,Flash Cab,0.0,8.95
11747,4.0,1074,13.75,Flash Cab,0.0,17.9
11748,1.49,400,7.25,Flash Cab,0.0,6.666666666666667
11749,3.93,1055,13.24,Globe Taxi,11.5,17.583333333333332
11750,7.6,2040,25.5,Taxi Affiliation Services,0.0,34.0
11751,1.52,408,7.25,Flash Cab,0.0,6.8
11752,1.96,526,8.5,Flash Cab,23.5,8.766666666666667
11753,1.58,424,7.75,Flash Cab,21.6,7.066666666666666
11754,2.37,636,9.25,Flash Cab,19.5,10.6
11755,2.18,585,9.25,City Service,0.0,9.75
11756,1.86,499,9.0,City Service,23.0,8.316666666666666
11757,2.3,617,9.75,24 Seven Taxi,26.7,10.283333333333333
11758,2.3,617,9.5,Medallion Leasin,31.6,10.283333333333333
11759,9.42,2527,29.0,Flash Cab,0.0,42.11666666666667
11760,4.81,1290,16.37,City Service,12.2,21.5
11761,1.1,295,6.0,Chicago Independents,33.3,4.916666666666667
11762,1.88,504,8.5,Flash Cab,0.0,8.4
11763,0.94,252,5.5,Blue Ribbon Taxi Association,0.0,4.2
11764,1.22,327,6.25,Blue Ribbon Taxi Association,0.0,5.45
11765,2.22,595,9.25,City Service,39.0,9.916666666666666
11766,4.81,1289,17.0,Flash Cab,0.0,21.483333333333334
11767,2.87,769,10.15,Sun Taxi,23.0,12.816666666666666
11768,4.21,1128,13.64,Sun Taxi,0.0,18.8
11769,0.53,142,4.75,Sun Taxi,63.2,2.3666666666666667
11770,19.48,5219,51.25,Flash Cab,0.0,86.98333333333333
11771,2.99,801,10.37,Star North Taxi Management Llc,23.0,13.35
11772,5.6,1500,19.5,"Taxicab Insurance Agency, LLC",0.0,25.0
11773,5.6,1500,19.0,Taxi Affiliation Services,0.0,25.0
11774,0.84,225,5.25,Flash Cab,0.0,3.75
11775,1.99,533,8.5,Flash Cab,0.0,8.883333333333333
11776,1.43,383,6.75,Sun Taxi,29.6,6.383333333333334
11777,2.05,549,8.75,Flash Cab,30.8,9.15
11778,7.11,1904,24.83,Taxicab Insurance Agency Llc,23.0,31.733333333333334
11779,0.9,241,9.0,Sun Taxi,23.0,4.016666666666667
11780,0.93,249,5.75,City Service,0.0,4.15
11781,1.86,498,8.25,City Service,32.4,8.3
11782,1.92,514,8.25,Sun Taxi,21.2,8.566666666666666
11783,6.5,1740,22.0,Taxi Affiliation Services,0.0,29.0
11784,5.2,1392,18.0,City Service,20.0,23.2
11785,2.32,621,9.5,Flash Cab,10.5,10.35
11786,3.15,843,13.2,Globe Taxi,23.0,14.05
11787,1.76,471,9.0,Flash Cab,22.2,7.85
11788,6.79,1817,22.0,Star North Taxi Management Llc,15.4,30.283333333333335
11789,3.27,875,12.0,Taxicab Insurance Agency Llc,0.0,14.583333333333334
11790,1.51,404,7.25,Flash Cab,0.0,6.733333333333333
11791,13.0,3478,62.0,Flash Cab,0.0,57.96666666666667
11792,1.94,519,9.0,Globe Taxi,0.0,8.65
11793,2.46,658,9.0,Chicago Independents,13.8,10.966666666666667
11794,8.3,2220,25.25,Taxi Affiliation Services,13.9,37.0
11795,8.3,2220,40.75,"Taxicab Insurance Agency, LLC",25.2,37.0
11796,2.52,674,10.0,City Service,0.0,11.233333333333333
11797,0.86,230,5.5,Flash Cab,0.0,3.8333333333333335
11798,1.32,353,6.5,24 Seven Taxi,5.4,5.883333333333334
11799,3.16,845,12.0,Flash Cab,20.8,14.083333333333334
11800,8.22,2198,27.75,Flash Cab,0.0,36.63333333333333
11801,9.2,2460,28.5,Taxi Affiliation Services,0.0,41.0
11802,1.41,377,7.0,Star North Taxi Management Llc,42.9,6.283333333333333
11803,9.76,2609,30.0,Flash Cab,0.0,43.483333333333334
11804,0.52,139,4.5,Sun Taxi,44.4,2.316666666666667
11805,2.66,711,10.97,City Service,0.0,11.85
11806,1.07,286,6.0,Flash Cab,0.0,4.766666666666667
11807,3.24,866,11.04,Taxicab Insurance Agency Llc,23.0,14.433333333333334
11808,1.62,433,7.5,Flash Cab,0.0,7.216666666666667
11809,1.71,457,9.0,City Service,17.2,7.616666666666666
11810,5.74,1534,16.21,Star North Taxi Management Llc,12.3,25.566666666666666
11811,1.25,334,6.5,Star North Taxi Management Llc,26.7,5.566666666666666
11812,9.5,2538,29.5,Flash Cab,0.0,42.3
11813,1.4,374,6.75,Sun Taxi,29.6,6.233333333333333
11814,1.49,398,7.25,Flash Cab,0.0,6.633333333333334
11815,3.89,1039,13.75,Flash Cab,0.0,17.316666666666666
11816,11.06,2954,28.75,Taxicab Insurance Agency Llc,23.0,49.233333333333334
11817,2.37,633,10.0,24 Seven Taxi,20.0,10.55
11818,3.98,1063,15.25,Flash Cab,0.0,17.716666666666665
11819,9.29,2481,28.75,Flash Cab,0.2,41.35
11820,0.88,235,5.5,City Service,10.9,3.9166666666666665
11821,1.88,502,9.0,Globe Taxi,23.0,8.366666666666667
11822,1.91,510,8.0,Medallion Leasin,0.0,8.5
11823,3.09,825,11.5,City Service,26.1,13.75
11824,2.09,558,8.75,Chicago Independents,0.0,9.3
11825,3.18,849,11.5,Flash Cab,0.0,14.15
11826,2.18,582,8.75,City Service,22.9,9.7
11827,1.39,371,7.0,Flash Cab,33.3,6.183333333333334
11828,5.62,1500,19.0,Flash Cab,0.0,25.0
11829,1.42,379,7.0,City Service,0.0,6.316666666666666
11830,4.71,1257,18.48,Blue Ribbon Taxi Association,17.3,20.95
11831,1.75,467,8.0,Chicago Independents,0.0,7.783333333333333
11832,2.65,707,10.85,Blue Ribbon Taxi Association,0.0,11.783333333333333
11833,2.74,731,10.25,Flash Cab,0.0,12.183333333333334
11834,3.28,875,15.43,Medallion Leasin,23.0,14.583333333333334
11835,3.46,923,12.75,City Service,0.0,15.383333333333333
11836,1.17,312,6.25,Blue Ribbon Taxi Association,32.0,5.2
11837,11.7,3120,33.75,"Taxicab Insurance Agency, LLC",20.3,52.0
11838,1.71,456,7.5,Sun Taxi,0.0,7.6
11839,0.9,240,5.5,Choice Taxi Association,0.0,4.0
11840,0.9,240,5.75,"Taxicab Insurance Agency, LLC",0.0,4.0
11841,0.9,240,5.75,Top Cab Affiliation,41.4,4.0
11842,0.9,240,5.75,Chicago Independents,0.0,4.0
11843,0.9,240,6.5,"Taxicab Insurance Agency, LLC",37.5,4.0
11844,2.7,720,10.5,Taxi Affiliation Services,31.0,12.0
11845,0.9,240,5.25,"Taxicab Insurance Agency, LLC",38.1,4.0
11846,1.8,480,8.0,"Taxicab Insurance Agency, LLC",25.0,8.0
11847,1.8,480,8.0,Flash Cab,0.0,8.0
11848,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11849,2.7,720,10.5,Taxi Affiliation Services,0.0,12.0
11850,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11851,2.7,720,10.75,Taxi Affiliation Services,20.9,12.0
11852,0.9,240,5.5,"Taxicab Insurance Agency, LLC",54.5,4.0
11853,1.8,480,8.0,Taxi Affiliation Services,25.0,8.0
11854,0.9,240,5.75,Choice Taxi Association,0.0,4.0
11855,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11856,0.9,240,5.5,U Taxicab,36.4,4.0
11857,0.9,240,5.5,Taxi Affiliation Services,36.4,4.0
11858,2.7,720,10.25,Taxi Affiliation Services,9.8,12.0
11859,0.9,240,5.5,Taxi Affiliation Services,30.8,4.0
11860,0.9,240,5.5,Chicago Independents,7.3,4.0
11861,8.1,2160,25.0,Taxi Affiliation Services,0.0,36.0
11862,2.7,720,10.5,Taxi Affiliation Services,0.0,12.0
11863,0.9,240,5.5,"Taxicab Insurance Agency, LLC",0.0,4.0
11864,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11865,0.9,240,5.5,Blue Ribbon Taxi Association Inc.,0.2,4.0
11866,3.72,992,12.75,Flash Cab,0.0,16.533333333333335
11867,3.6,960,12.25,U Taxicab,0.0,16.0
11868,2.7,720,10.25,Taxi Affiliation Services,15.7,12.0
11869,0.9,240,5.5,U Taxicab,0.0,4.0
11870,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11871,4.5,1200,15.0,Taxi Affiliation Services,25.7,20.0
11872,1.11,296,9.0,Chicago Independents,23.0,4.933333333333334
11873,2.7,720,10.5,"Taxicab Insurance Agency, LLC",21.0,12.0
11874,1.8,480,8.5,Globe Taxi,0.0,8.0
11875,1.8,480,8.25,Taxi Affiliation Services,12.1,8.0
11876,0.9,240,5.75,Top Cab Affiliation,0.0,4.0
11877,1.8,480,8.0,Taxi Affiliation Services,0.0,8.0
11878,2.04,544,9.21,Taxicab Insurance Agency Llc,10.9,9.066666666666666
11879,0.9,240,5.75,Taxi Affiliation Services,0.0,4.0
11880,1.8,480,8.0,Choice Taxi Association,37.5,8.0
11881,2.7,720,10.75,Globe Taxi,18.6,12.0
11882,0.9,240,5.5,Taxi Affiliation Services,72.7,4.0
11883,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11884,2.7,720,10.75,Taxi Affiliation Services,46.5,12.0
11885,1.8,480,8.0,Taxi Affiliation Services,0.0,8.0
11886,0.9,240,5.75,Choice Taxi Association,0.0,4.0
11887,0.9,240,5.5,Taxi Affiliation Services,36.4,4.0
11888,0.9,240,5.5,Choice Taxi Association,0.0,4.0
11889,0.87,232,5.5,Sun Taxi,0.0,3.8666666666666667
11890,0.9,240,5.5,Top Cab Affiliation,72.7,4.0
11891,0.9,240,5.5,Taxi Affiliation Services,0.0,4.0
11892,0.9,240,5.5,Choice Taxi Association,30.8,4.0
11893,1.8,480,8.25,"Taxicab Insurance Agency, LLC",0.0,8.0
11894,0.9,240,5.5,"Taxicab Insurance Agency, LLC",0.0,4.0
11895,1.8,480,7.5,"Taxicab Insurance Agency, LLC",0.0,8.0
11896,0.9,240,5.75,Taxi Affiliation Services,0.0,4.0
11897,0.9,240,5.75,Taxi Affiliation Services,0.0,4.0
11898,0.9,240,5.5,U Taxicab,0.0,4.0
11899,0.9,240,5.25,Taxi Affiliation Services,0.0,4.0
11900,0.9,240,5.5,"Taxicab Insurance Agency, LLC",36.4,4.0
11901,0.9,240,5.5,"Taxicab Insurance Agency, LLC",0.0,4.0
11902,0.9,240,5.75,Taxi Affiliation Services,34.8,4.0
11903,1.8,480,7.5,Choice Taxi Association,26.7,8.0
11904,0.9,240,5.5,U Taxicab,0.0,4.0
11905,0.9,240,5.5,Choice Taxi Association,46.2,4.0
11906,0.9,240,5.5,Top Cab Affiliation,0.0,4.0
11907,0.9,240,5.25,Taxi Affiliation Services,0.0,4.0
11908,1.8,480,8.25,Choice Taxi Association,0.0,8.0
11909,4.5,1200,15.75,Taxi Affiliation Services,0.0,20.0
11910,0.9,240,5.75,Globe Taxi,34.8,4.0
11911,1.08,288,6.25,Taxicab Insurance Agency Llc,0.0,4.8
11912,0.9,240,9.0,Sun Taxi,111.1,4.0
11913,0.78,208,5.25,Sun Taxi,0.0,3.466666666666667
11914,10.19,2717,32.25,Flash Cab,0.0,45.28333333333333
11915,5.33,1421,16.36,Chicago Independents,23.0,23.683333333333334
11916,5.05,1346,71.0,Flash Cab,0.0,22.433333333333334
11917,3.58,954,13.0,Blue Ribbon Taxi Association,0.0,15.9
11918,7.6,2025,24.5,Globe Taxi,25.5,33.75
11919,9.03,2406,28.25,Sun Taxi,20.3,40.1
11920,2.8,746,10.75,Flash Cab,37.2,12.433333333333334
11921,12.0,3196,40.5,Flash Cab,0.0,53.266666666666666
11922,2.82,751,10.5,City Service,28.6,12.516666666666667
11923,0.92,245,5.5,Flash Cab,0.0,4.083333333333333
11924,7.89,2101,27.0,Flash Cab,0.0,35.016666666666666
11925,0.83,221,9.0,Star North Taxi Management Llc,23.0,3.683333333333333
11926,11.58,3083,35.25,City Service,0.0,51.38333333333333
11927,3.02,804,12.4,Blue Ribbon Taxi Association,8.1,13.4
11928,2.22,591,9.26,City Service,17.3,9.85
11929,1.39,370,9.0,Taxicab Insurance Agency Llc,23.0,6.166666666666667
11930,1.24,330,9.0,City Service,23.0,5.5
11931,6.9,1836,21.55,Taxicab Insurance Agency Llc,1.2,30.6
11932,11.5,3060,35.75,Taxi Affiliation Services,0.0,51.0
11933,3.39,902,10.05,Chicago Independents,23.0,15.033333333333333
11934,2.77,737,11.18,Medallion Leasin,0.0,12.283333333333333
11935,1.65,439,7.5,Sun Taxi,21.3,7.316666666666666
11936,4.86,1293,18.32,24 Seven Taxi,23.0,21.55
11937,1.97,524,9.0,Chicago Independents,23.0,8.733333333333333
11938,1.47,391,6.75,Flash Cab,59.3,6.516666666666667
11939,0.97,258,5.75,Flash Cab,34.8,4.3
11940,2.38,633,9.5,Flash Cab,0.0,10.55
11941,3.29,875,12.25,Star North Taxi Management Llc,15.5,14.583333333333334
11942,4.14,1101,17.0,Chicago Independents,28.8,18.35
11943,3.64,968,13.0,Chicago Independents,26.0,16.133333333333333
11944,2.23,593,9.25,Sun Taxi,0.0,9.883333333333333
11945,8.8,2340,27.25,Taxi Affiliation Services,0.0,39.0
11946,1.67,444,9.0,Chicago Independents,44.4,7.4
11947,1.61,428,7.75,Flash Cab,34.3,7.133333333333334
11948,2.4,638,9.75,City Service,0.0,10.633333333333333
11949,1.17,311,6.25,Flash Cab,0.0,5.183333333333334
11950,1.11,295,9.0,City Service,23.0,4.916666666666667
11951,1.46,388,9.0,Chicago Independents,23.0,6.466666666666667
11952,1.46,388,9.0,Sun Taxi,23.0,6.466666666666667
11953,2.48,659,10.25,Flash Cab,0.0,10.983333333333333
11954,2.48,659,11.07,Taxicab Insurance Agency Llc,28.7,10.983333333333333
11955,6.67,1772,21.75,Flash Cab,0.0,29.533333333333335
11956,2.33,619,9.5,Flash Cab,0.0,10.316666666666666
11957,8.69,2308,27.25,Flash Cab,20.4,38.46666666666667
11958,5.26,1397,18.0,City Service,0.0,23.283333333333335
11959,1.54,409,7.25,Flash Cab,0.0,6.816666666666666
11960,6.77,1798,21.09,Sun Taxi,20.7,29.966666666666665
11961,6.1,1620,20.0,Taxi Affiliation Services,0.0,27.0
11962,8.71,2313,26.75,Flash Cab,0.0,38.55
11963,3.28,871,12.51,City Service,23.0,14.516666666666667
11964,1.48,393,9.0,24 Seven Taxi,17.2,6.55
11965,2.9,770,9.73,Medallion Leasin,1.1,12.833333333333334
11966,3.71,985,13.75,Sun Taxi,25.9,16.416666666666668
11967,3.33,884,13.59,Taxicab Insurance Agency Llc,23.0,14.733333333333333
11968,3.88,1030,15.58,City Service,0.0,17.166666666666668
11969,1.65,438,7.25,Flash Cab,0.0,7.3
11970,13.92,3695,43.5,Sun Taxi,0.0,61.583333333333336
11971,1.59,422,9.0,Taxicab Insurance Agency Llc,23.0,7.033333333333333
11972,1.85,491,8.25,Globe Taxi,0.0,8.183333333333334
11973,5.2,1380,16.25,Taxi Affiliation Services,20.6,23.0
11974,1.3,345,6.75,Flash Cab,44.4,5.75
11975,4.82,1279,16.5,Flash Cab,0.0,21.316666666666666
11976,2.48,658,9.75,City Service,0.0,10.966666666666667
11977,3.46,918,12.25,Flash Cab,15.6,15.3
11978,1.47,390,9.0,Taxicab Insurance Agency Llc,11.6,6.5
11979,1.7,451,8.0,Chicago Independents,37.5,7.516666666666667
11980,1.67,443,9.0,Chicago Independents,11.6,7.383333333333334
11981,0.95,252,5.75,Flash Cab,0.0,4.2
11982,3.08,817,11.81,City Service,23.0,13.616666666666667
11983,4.14,1098,14.25,Flash Cab,0.0,18.3
11984,4.11,1090,18.25,Blue Ribbon Taxi Association,20.7,18.166666666666668
11985,1.35,358,7.0,Sun Taxi,10.0,5.966666666666667
11986,9.58,2540,26.75,Flash Cab,20.4,42.333333333333336
11987,8.03,2129,27.5,Patriot Taxi Dba Peace Taxi Associat,0.0,35.483333333333334
11988,1.95,517,9.0,Blue Ribbon Taxi Association,22.2,8.616666666666667
11989,4.3,1140,15.25,3556 - 36214 RC Andrews Cab,0.0,19.0
11990,4.3,1140,15.5,Taxi Affiliation Services,26.8,19.0
11991,2.35,623,9.75,Blue Ribbon Taxi Association,20.5,10.383333333333333
11992,5.3,1405,17.75,Taxicab Insurance Agency Llc,3.9,23.416666666666668
11993,1.26,334,6.5,Flash Cab,30.8,5.566666666666666
11994,1.4,371,7.0,Chicago Independents,0.0,6.183333333333334
11995,1.6,424,6.75,Chicago Independents,0.0,7.066666666666666
11996,3.2,848,12.25,Medallion Leasin,0.0,14.133333333333333
11997,10.37,2748,31.25,Flash Cab,0.0,45.8
11998,1.57,416,7.25,Blue Ribbon Taxi Association,0.0,6.933333333333334
11999,4.05,1073,14.75,Flash Cab,15.4,17.883333333333333
12000,7.7,2040,23.25,Taxi Affiliation Services,0.0,34.0
12001,3.56,943,12.75,Flash Cab,0.0,15.716666666666667
12002,0.71,188,9.0,Taxicab Insurance Agency Llc,55.6,3.1333333333333333
12003,13.33,3529,38.25,Blue Ribbon Taxi Association,20.2,58.81666666666667
12004,1.87,495,9.0,City Service,22.9,8.25
12005,3.4,900,12.5,Top Cab Affiliation,20.8,15.0
12006,3.4,900,12.0,Taxi Affiliation Services,0.0,15.0
12007,0.85,225,5.25,Sun Taxi,21.6,3.75
12008,3.4,900,13.0,Top Cab Affiliation,25.9,15.0
12009,3.2,847,12.14,Medallion Leasin,23.0,14.116666666666667
12010,1.84,487,8.25,Sun Taxi,24.2,8.116666666666667
12011,3.0,794,12.0,Patriot Taxi Dba Peace Taxi Associat,16.7,13.233333333333333
12012,3.96,1048,13.5,Flash Cab,0.0,17.466666666666665
12013,2.09,553,8.75,City Service,22.9,9.216666666666667
12014,7.37,1950,24.0,City Service,0.0,32.5
12015,1.92,508,8.25,Flash Cab,0.0,8.466666666666667
12016,2.54,672,10.0,Sun Taxi,0.0,11.2
12017,2.96,783,11.5,Sun Taxi,0.0,13.05
12018,1.55,410,7.25,Star North Taxi Management Llc,21.4,6.833333333333333
12019,3.52,931,12.75,24 Seven Taxi,20.8,15.516666666666667
12020,1.49,394,7.5,Blue Ribbon Taxi Association,0.0,6.566666666666666
12021,0.73,193,5.0,Sun Taxi,0.0,3.216666666666667
12022,2.19,579,9.25,Chicago Independents,16.2,9.65
12023,0.73,193,5.0,Flash Cab,0.0,3.216666666666667
12024,2.16,571,9.0,Sun Taxi,22.2,9.516666666666667
12025,1.29,341,7.0,Sun Taxi,28.6,5.683333333333334
12026,1.43,378,6.75,City Service,0.0,6.3
12027,17.7,4678,52.0,Sun Taxi,0.0,77.96666666666667
12028,2.91,769,11.41,Chicago Independents,23.0,12.816666666666666
12029,0.95,251,5.75,Flash Cab,34.8,4.183333333333334
